MUNICÍPIO DO FATO;REGIAO GEOGRÁFICA;NATUREZA;DATA DO FATO;ANO;SEXO;IDADE SENASP;TOTAL DE ENVOLVIDOS
SAO BENTO DO UNA;AGRESTE;ESTUPRO;15/01/2022;2022;FEMININO;6) 35-64;1
SAO CAETANO;AGRESTE;ESTUPRO DE VULNERÁVEL;15/01/2022;2022;FEMININO;(vazio);1
SAO CAETANO;AGRESTE;ESTUPRO DE VULNERÁVEL;15/01/2022;2022;MASCULINO;(vazio);1
SURUBIM;AGRESTE;ESTUPRO DE VULNERÁVEL;15/01/2022;2022;FEMININO;2) 12-17;1
BELO JARDIM;AGRESTE;ESTUPRO;16/01/2022;2022;FEMININO;2) 12-17;1
FREI MIGUELINHO;AGRESTE;ESTUPRO DE VULNERÁVEL;16/01/2022;2022;FEMININO;2) 12-17;1
OLINDA;REGIÃO METROPOLITANA;ESTUPRO;16/01/2022;2022;FEMININO;6) 35-64;1
OLINDA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;16/01/2022;2022;FEMININO;1) 00-11;1
RECIFE;RECIFE;ESTUPRO;16/01/2022;2022;MASCULINO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;16/01/2022;2022;FEMININO;2) 12-17;1
ABREU E LIMA;REGIÃO METROPOLITANA;ESTUPRO;17/01/2022;2022;MASCULINO;6) 35-64;1
ARARIPINA;SERTÃO;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;17/01/2022;2022;FEMININO;1) 00-11;1
PAULISTA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;17/01/2022;2022;MASCULINO;2) 12-17;1
PETROLINA;SERTÃO;ESTUPRO DE VULNERÁVEL;17/01/2022;2022;FEMININO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO;17/01/2022;2022;FEMININO;3) 18-24;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;17/01/2022;2022;FEMININO;1) 00-11;1
SALGADINHO;AGRESTE;ESTUPRO DE VULNERÁVEL;17/01/2022;2022;FEMININO;2) 12-17;1
TRACUNHAEM;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;17/01/2022;2022;FEMININO;2) 12-17;1
VICENCIA;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;17/01/2022;2022;FEMININO;(vazio);2
ARARIPINA;SERTÃO;ESTUPRO DE VULNERÁVEL;18/01/2022;2022;FEMININO;2) 12-17;1
ARARIPINA;SERTÃO;ESTUPRO DE VULNERÁVEL;18/01/2022;2022;FEMININO;6) 35-64;1
IPUBI;SERTÃO;ESTUPRO DE VULNERÁVEL;18/01/2022;2022;FEMININO;2) 12-17;1
OLINDA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;18/01/2022;2022;FEMININO;1) 00-11;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;18/01/2022;2022;FEMININO;1) 00-11;1
RIBEIRAO;ZONA DA MATA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;18/01/2022;2022;FEMININO;1) 00-11;1
CONDADO;ZONA DA MATA;ESTUPRO;19/01/2022;2022;FEMININO;6) 35-64;2
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;19/01/2022;2022;FEMININO;1) 00-11;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;19/01/2022;2022;FEMININO;2) 12-17;1
PAULISTA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;19/01/2022;2022;FEMININO;2) 12-17;1
PETROLINA;SERTÃO;ESTUPRO DE VULNERÁVEL;19/01/2022;2022;FEMININO;1) 00-11;1
RECIFE;RECIFE;ESTUPRO;19/01/2022;2022;FEMININO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;19/01/2022;2022;FEMININO;5) 30-34;1
CABO DE SANTO AGOSTINHO;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;20/01/2022;2022;FEMININO;1) 00-11;1
CAMARAGIBE;REGIÃO METROPOLITANA;ESTUPRO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;20/01/2022;2022;FEMININO;6) 35-64;1
CARPINA;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;20/01/2022;2022;FEMININO;1) 00-11;1
CATENDE;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;20/01/2022;2022;FEMININO;2) 12-17;1
CATENDE;ZONA DA MATA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;20/01/2022;2022;FEMININO;5) 30-34;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;20/01/2022;2022;FEMININO;1) 00-11;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;20/01/2022;2022;MASCULINO;1) 00-11;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;20/01/2022;2022;MASCULINO;2) 12-17;1
IPUBI;SERTÃO;ESTUPRO;21/01/2022;2022;FEMININO;2) 12-17;1
PETROLINA;SERTÃO;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;21/01/2022;2022;FEMININO;1) 00-11;1
RECIFE;RECIFE;ESTUPRO;21/01/2022;2022;FEMININO;3) 18-24;1
RECIFE;RECIFE;ESTUPRO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;21/01/2022;2022;FEMININO;1) 00-11;1
SANTA TEREZINHA;SERTÃO;ESTUPRO DE VULNERÁVEL;21/01/2022;2022;FEMININO;2) 12-17;1
SANTA TEREZINHA;SERTÃO;ESTUPRO DE VULNERÁVEL;21/01/2022;2022;FEMININO;5) 30-34;1
CARUARU;AGRESTE;ESTUPRO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;22/01/2022;2022;FEMININO;3) 18-24;1
CUPIRA;AGRESTE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;22/01/2022;2022;FEMININO;2) 12-17;1
BOM CONSELHO;AGRESTE;ESTUPRO DE VULNERÁVEL;23/01/2022;2022;FEMININO;2) 12-17;1
CARUARU;AGRESTE;ESTUPRO DE VULNERÁVEL;23/01/2022;2022;FEMININO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;23/01/2022;2022;FEMININO;1) 00-11;2
RECIFE;RECIFE;ESTUPRO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;23/01/2022;2022;FEMININO;6) 35-64;1
RIO FORMOSO;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;23/01/2022;2022;FEMININO;2) 12-17;1
GRAVATA;AGRESTE;ESTUPRO DE VULNERÁVEL;24/01/2022;2022;FEMININO;6) 35-64;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;24/01/2022;2022;FEMININO;2) 12-17;1
LAGOA DO CARRO;ZONA DA MATA;ESTUPRO;24/01/2022;2022;FEMININO;2) 12-17;1
MORENO;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;24/01/2022;2022;FEMININO;1) 00-11;1
RECIFE;RECIFE;ESTUPRO;24/01/2022;2022;FEMININO;4) 25-29;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;24/01/2022;2022;FEMININO;3) 18-24;1
SOLIDAO;SERTÃO;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;24/01/2022;2022;FEMININO;2) 12-17;1
AFRANIO;SERTÃO;ESTUPRO DE VULNERÁVEL;25/01/2022;2022;FEMININO;5) 30-34;1
BELEM DO SAO FRANCISCO;SERTÃO;ESTUPRO DE VULNERÁVEL;25/01/2022;2022;FEMININO;2) 12-17;1
GLORIA DO GOITA;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;25/01/2022;2022;FEMININO;2) 12-17;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;25/01/2022;2022;FEMININO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;25/01/2022;2022;FEMININO;3) 18-24;1
TRACUNHAEM;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;25/01/2022;2022;MASCULINO;2) 12-17;1
FERREIROS;ZONA DA MATA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;26/01/2022;2022;FEMININO;1) 00-11;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO;26/01/2022;2022;FEMININO;2) 12-17;1
LIMOEIRO;AGRESTE;ESTUPRO DE VULNERÁVEL;26/01/2022;2022;FEMININO;1) 00-11;1
RECIFE;RECIFE;ESTUPRO;26/01/2022;2022;FEMININO;4) 25-29;1
CAMARAGIBE;REGIÃO METROPOLITANA;ESTUPRO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;27/01/2022;2022;FEMININO;6) 35-64;1
CEDRO;SERTÃO;ESTUPRO;27/01/2022;2022;FEMININO;5) 30-34;1
GARANHUNS;AGRESTE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;27/01/2022;2022;FEMININO;1) 00-11;1
IPUBI;SERTÃO;ESTUPRO DE VULNERÁVEL;27/01/2022;2022;FEMININO;(vazio);1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;27/01/2022;2022;FEMININO;2) 12-17;3
SANTA FILOMENA;SERTÃO;ESTUPRO DE VULNERÁVEL;27/01/2022;2022;FEMININO;(vazio);1
BELO JARDIM;AGRESTE;ESTUPRO;28/01/2022;2022;FEMININO;2) 12-17;1
CABO DE SANTO AGOSTINHO;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;28/01/2022;2022;FEMININO;(vazio);2
LIMOEIRO;AGRESTE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;28/01/2022;2022;FEMININO;2) 12-17;1
PETROLANDIA;SERTÃO;ESTUPRO DE VULNERÁVEL;28/01/2022;2022;FEMININO;2) 12-17;1
PETROLINA;SERTÃO;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;28/01/2022;2022;FEMININO;2) 12-17;1
ALIANCA;ZONA DA MATA;ESTUPRO;29/01/2022;2022;FEMININO;3) 18-24;1
CAMARAGIBE;REGIÃO METROPOLITANA;ESTUPRO;29/01/2022;2022;FEMININO;4) 25-29;1
CAMARAGIBE;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;29/01/2022;2022;FEMININO;2) 12-17;1
FLORES;SERTÃO;ESTUPRO DE VULNERÁVEL;29/01/2022;2022;FEMININO;1) 00-11;1
PANELAS;AGRESTE;ESTUPRO;29/01/2022;2022;FEMININO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO;29/01/2022;2022;MASCULINO;6) 35-64;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;29/01/2022;2022;MASCULINO;1) 00-11;1
CAETES;AGRESTE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;30/01/2022;2022;FEMININO;1) 00-11;1
CARPINA;ZONA DA MATA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;30/01/2022;2022;FEMININO;2) 12-17;1
CARUARU;AGRESTE;ESTUPRO DE VULNERÁVEL;30/01/2022;2022;FEMININO;3) 18-24;1
CUSTODIA;SERTÃO;ESTUPRO DE VULNERÁVEL;30/01/2022;2022;FEMININO;6) 35-64;1
GARANHUNS;AGRESTE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;30/01/2022;2022;FEMININO;1) 00-11;1
IGARASSU;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;30/01/2022;2022;FEMININO;2) 12-17;1
IGARASSU;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;30/01/2022;2022;FEMININO;6) 35-64;1
OLINDA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;30/01/2022;2022;FEMININO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;30/01/2022;2022;FEMININO;1) 00-11;3
SERTANIA;SERTÃO;ESTUPRO DE VULNERÁVEL;30/01/2022;2022;FEMININO;2) 12-17;1
TORITAMA;AGRESTE;ESTUPRO DE VULNERÁVEL;30/01/2022;2022;FEMININO;1) 00-11;1
VITORIA DE SANTO ANTAO;ZONA DA MATA;ESTUPRO;30/01/2022;2022;FEMININO;4) 25-29;1
VITORIA DE SANTO ANTAO;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;30/01/2022;2022;FEMININO;2) 12-17;1
CABO DE SANTO AGOSTINHO;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;31/01/2022;2022;FEMININO;1) 00-11;1
CARUARU;AGRESTE;ESTUPRO DE VULNERÁVEL;31/01/2022;2022;FEMININO;2) 12-17;1
IGARASSU;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;31/01/2022;2022;FEMININO;1) 00-11;1
IGARASSU;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;31/01/2022;2022;FEMININO;3) 18-24;1
PAULISTA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;31/01/2022;2022;FEMININO;2) 12-17;1
SERRA TALHADA;SERTÃO;ESTUPRO DE VULNERÁVEL;31/01/2022;2022;FEMININO;3) 18-24;1
ALIANCA;ZONA DA MATA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;01/02/2022;2022;FEMININO;2) 12-17;1
BODOCO;SERTÃO;ESTUPRO DE VULNERÁVEL;01/02/2022;2022;FEMININO;1) 00-11;1
CARPINA;ZONA DA MATA;ESTUPRO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;01/02/2022;2022;FEMININO;2) 12-17;2
CHA GRANDE;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;01/02/2022;2022;FEMININO;1) 00-11;1
GOIANA;ZONA DA MATA;ESTUPRO;01/02/2022;2022;FEMININO;2) 12-17;1
IGARASSU;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;01/02/2022;2022;FEMININO;1) 00-11;1
ITAMARACA;REGIÃO METROPOLITANA;ESTUPRO;01/02/2022;2022;FEMININO;3) 18-24;1
ITAPISSUMA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;01/02/2022;2022;FEMININO;6) 35-64;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;01/02/2022;2022;FEMININO;2) 12-17;1
PAUDALHO;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;01/02/2022;2022;FEMININO;1) 00-11;1
PETROLINA;SERTÃO;ESTUPRO DE VULNERÁVEL;01/02/2022;2022;FEMININO;2) 12-17;1
SURUBIM;AGRESTE;ESTUPRO DE VULNERÁVEL;01/02/2022;2022;FEMININO;2) 12-17;1
TORITAMA;AGRESTE;ESTUPRO DE VULNERÁVEL;01/02/2022;2022;FEMININO;2) 12-17;1
CABO DE SANTO AGOSTINHO;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;02/02/2022;2022;FEMININO;2) 12-17;2
CAMARAGIBE;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;02/02/2022;2022;FEMININO;2) 12-17;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;02/02/2022;2022;FEMININO;2) 12-17;1
PETROLINA;SERTÃO;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;02/02/2022;2022;FEMININO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO;02/02/2022;2022;FEMININO;4) 25-29;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;02/02/2022;2022;MASCULINO;2) 12-17;1
BELO JARDIM;AGRESTE;ESTUPRO;03/02/2022;2022;FEMININO;2) 12-17;1
CABO DE SANTO AGOSTINHO;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;03/02/2022;2022;FEMININO;1) 00-11;1
ARARIPINA;SERTÃO;ESTUPRO;04/02/2022;2022;FEMININO;7) 65 OU MAIS;1
CANHOTINHO;AGRESTE;ESTUPRO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;04/02/2022;2022;FEMININO;2) 12-17;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;04/02/2022;2022;FEMININO;2) 12-17;1
OLINDA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;04/02/2022;2022;FEMININO;1) 00-11;2
PARANATAMA;AGRESTE;ESTUPRO DE VULNERÁVEL;04/02/2022;2022;FEMININO;2) 12-17;1
SANTA MARIA DA BOA VISTA;SERTÃO;ESTUPRO DE VULNERÁVEL;04/02/2022;2022;FEMININO;1) 00-11;1
SANTA MARIA DA BOA VISTA;SERTÃO;ESTUPRO DE VULNERÁVEL;04/02/2022;2022;MASCULINO;1) 00-11;1
ARCOVERDE;SERTÃO;ESTUPRO DE VULNERÁVEL;05/02/2022;2022;FEMININO;2) 12-17;2
CARUARU;AGRESTE;ESTUPRO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;05/02/2022;2022;MASCULINO;1) 00-11;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;05/02/2022;2022;FEMININO;1) 00-11;1
OLINDA;REGIÃO METROPOLITANA;ESTUPRO;05/02/2022;2022;FEMININO;3) 18-24;1
ARACOIABA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;06/02/2022;2022;FEMININO;1) 00-11;1
CABO DE SANTO AGOSTINHO;REGIÃO METROPOLITANA;ESTUPRO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;06/02/2022;2022;FEMININO;3) 18-24;1
CARUARU;AGRESTE;ESTUPRO DE VULNERÁVEL;06/02/2022;2022;MASCULINO;3) 18-24;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;06/02/2022;2022;FEMININO;1) 00-11;3
JOAO ALFREDO;AGRESTE;ESTUPRO;06/02/2022;2022;FEMININO;2) 12-17;1
JOAO ALFREDO;AGRESTE;ESTUPRO;06/02/2022;2022;FEMININO;7) 65 OU MAIS;1
OLINDA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;06/02/2022;2022;FEMININO;1) 00-11;1
SERRA TALHADA;SERTÃO;ESTUPRO;06/02/2022;2022;FEMININO;2) 12-17;1
ARCOVERDE;SERTÃO;ESTUPRO;07/02/2022;2022;FEMININO;3) 18-24;1
CUPIRA;AGRESTE;ESTUPRO DE VULNERÁVEL;07/02/2022;2022;FEMININO;2) 12-17;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;07/02/2022;2022;FEMININO;1) 00-11;1
LIMOEIRO;AGRESTE;ESTUPRO;07/02/2022;2022;MASCULINO;3) 18-24;1
LIMOEIRO;AGRESTE;ESTUPRO DE VULNERÁVEL;07/02/2022;2022;MASCULINO;2) 12-17;1
LIMOEIRO;AGRESTE;ESTUPRO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;07/02/2022;2022;FEMININO;6) 35-64;1
OLINDA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;07/02/2022;2022;FEMININO;1) 00-11;1
SAO LOURENCO DA MATA;REGIÃO METROPOLITANA;ESTUPRO;07/02/2022;2022;FEMININO;4) 25-29;1
CARPINA;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;08/02/2022;2022;FEMININO;1) 00-11;1
CUSTODIA;SERTÃO;ESTUPRO DE VULNERÁVEL;08/02/2022;2022;FEMININO;5) 30-34;1
CUSTODIA;SERTÃO;ESTUPRO DE VULNERÁVEL;08/02/2022;2022;FEMININO;6) 35-64;1
OROCO;SERTÃO;ESTUPRO DE VULNERÁVEL;08/02/2022;2022;FEMININO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO;08/02/2022;2022;FEMININO;3) 18-24;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;08/02/2022;2022;FEMININO;1) 00-11;2
LAGOA DO OURO;AGRESTE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;09/02/2022;2022;FEMININO;1) 00-11;1
RECIFE;RECIFE;ESTUPRO;09/02/2022;2022;FEMININO;3) 18-24;1
BUIQUE;AGRESTE;ESTUPRO;10/02/2022;2022;FEMININO;3) 18-24;1
CABO DE SANTO AGOSTINHO;REGIÃO METROPOLITANA;ESTUPRO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;10/02/2022;2022;FEMININO;2) 12-17;1
CONDADO;ZONA DA MATA;ESTUPRO;10/02/2022;2022;FEMININO;2) 12-17;1
JUREMA;AGRESTE;ESTUPRO DE VULNERÁVEL;10/02/2022;2022;FEMININO;1) 00-11;1
PALMARES;ZONA DA MATA;ESTUPRO;10/02/2022;2022;FEMININO;3) 18-24;1
SANTA CRUZ DO CAPIBARIBE;AGRESTE;ESTUPRO DE VULNERÁVEL;10/02/2022;2022;FEMININO;3) 18-24;1
SIRINHAEM;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;10/02/2022;2022;FEMININO;1) 00-11;1
TRIUNFO;SERTÃO;ESTUPRO DE VULNERÁVEL;10/02/2022;2022;FEMININO;2) 12-17;1
ARARIPINA;SERTÃO;ESTUPRO DE VULNERÁVEL;11/02/2022;2022;FEMININO;1) 00-11;1
JUPI;AGRESTE;ESTUPRO DE VULNERÁVEL;11/02/2022;2022;MASCULINO;2) 12-17;1
SAO CAETANO;AGRESTE;ESTUPRO DE VULNERÁVEL;11/02/2022;2022;FEMININO;1) 00-11;1
BREJO DA MADRE DE DEUS;AGRESTE;ESTUPRO DE VULNERÁVEL;12/02/2022;2022;FEMININO;1) 00-11;1
CATENDE;ZONA DA MATA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;12/02/2022;2022;FEMININO;1) 00-11;1
CUSTODIA;SERTÃO;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;12/02/2022;2022;FEMININO;1) 00-11;1
TACAIMBO;AGRESTE;ESTUPRO DE VULNERÁVEL;12/02/2022;2022;MASCULINO;1) 00-11;1
TIMBAUBA;ZONA DA MATA;ESTUPRO;12/02/2022;2022;FEMININO;3) 18-24;1
RECIFE;RECIFE;ESTUPRO;13/02/2022;2022;FEMININO;6) 35-64;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;13/02/2022;2022;FEMININO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;13/02/2022;2022;MASCULINO;2) 12-17;1
ABREU E LIMA;REGIÃO METROPOLITANA;ESTUPRO;14/02/2022;2022;FEMININO;3) 18-24;1
ITAPISSUMA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;14/02/2022;2022;FEMININO;2) 12-17;1
MIRANDIBA;SERTÃO;ESTUPRO;14/02/2022;2022;FEMININO;2) 12-17;1
MORENO;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;14/02/2022;2022;FEMININO;6) 35-64;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;14/02/2022;2022;FEMININO;1) 00-11;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;14/02/2022;2022;MASCULINO;1) 00-11;2
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;14/02/2022;2022;FEMININO;1) 00-11;1
SANTA MARIA DA BOA VISTA;SERTÃO;ESTUPRO;14/02/2022;2022;FEMININO;3) 18-24;1
VICENCIA;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;14/02/2022;2022;MASCULINO;1) 00-11;1
VITORIA DE SANTO ANTAO;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;14/02/2022;2022;MASCULINO;1) 00-11;1
VITORIA DE SANTO ANTAO;ZONA DA MATA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;14/02/2022;2022;FEMININO;(vazio);2
VITORIA DE SANTO ANTAO;ZONA DA MATA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;14/02/2022;2022;MASCULINO;(vazio);1
ABREU E LIMA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;15/02/2022;2022;FEMININO;1) 00-11;1
CONDADO;ZONA DA MATA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;15/02/2022;2022;FEMININO;1) 00-11;1
FLORESTA;SERTÃO;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;15/02/2022;2022;FEMININO;2) 12-17;1
LAGOA GRANDE;SERTÃO;ESTUPRO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;15/02/2022;2022;FEMININO;3) 18-24;1
OLINDA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;15/02/2022;2022;FEMININO;2) 12-17;1
LAJEDO;AGRESTE;ESTUPRO DE VULNERÁVEL;16/02/2022;2022;FEMININO;1) 00-11;1
PALMARES;ZONA DA MATA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;16/02/2022;2022;FEMININO;2) 12-17;1
PANELAS;AGRESTE;ESTUPRO DE VULNERÁVEL;16/02/2022;2022;FEMININO;2) 12-17;1
BOM JARDIM;AGRESTE;ESTUPRO DE VULNERÁVEL;17/02/2022;2022;FEMININO;2) 12-17;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;17/02/2022;2022;FEMININO;2) 12-17;1
OLINDA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;17/02/2022;2022;FEMININO;1) 00-11;1
